Name,Impact_factor,Journal,PDF,Url,Date_published,Date_added,Title
2019-Efficient Gaussian sample specific network marker discovery and drug enrichment analysis validation_Liu_Computational Biology and Chemistry,1.9,Computational Biology and Chemistry,http://jinlong.local:8668/zotero_papers/2019-Efficient%20Gaussian%20sample%20specific%20network%20marker%20discovery%20and%20drug%20enrichment%20analysis%20validation_Liu_Computational%20Biology%20and%20Chemistry.pdf,http://www.sciencedirect.com/science/article/pii/S1476927119300787,2019-12-01,2020-06-28,Efficient Gaussian sample specific network marker discovery and drug enrichment analysis validation
2020-Personalized prediction of human diseases with single-sample dynamic network biomarkers_Fang_Biomarkers in Medicine,2.5,Biomarkers in Medicine,http://jinlong.local:8668/zotero_papers/2020-Personalized%20prediction%20of%20human%20diseases%20with%20single-sample%20dynamic%20network%20biomarkers_Fang_Biomarkers%20in%20Medicine.pdf,https://www.futuremedicine.com/doi/abs/10.2217/bmm-2020-0066,2020-06-12,2020-06-28,Personalized prediction of human diseases with single-sample dynamic network biomarkers
2020-Disease characterization using a partial correlation-based sample-specific network_Huang_Briefings in Bioinformatics,9.0,Briefings in Bioinformatics,http://jinlong.local:8668/zotero_papers/2020-Disease%20characterization%20using%20a%20partial%20correlation-based%20sample-specific%20network_Huang_Briefings%20in%20Bioinformatics.pdf,https://academic.oup.com/bib/advance-article/doi/10.1093/bib/bbaa062/5838457,2020-01-01,2020-06-28,Disease characterization using a partial correlation-based sample-specific network
2017-Pattern fusion analysis by adaptive alignment of multiple heterogeneous omics data_Shi_Bioinformatics,5.6,Bioinformatics,http://jinlong.local:8668/zotero_papers/2017-Pattern%20fusion%20analysis%20by%20adaptive%20alignment%20of%20multiple%20heterogeneous%20omics%20data_Shi_Bioinformatics.pdf,https://academic.oup.com/bioinformatics/article/33/17/2706/3100314,2017-09-01,2020-06-28,Pattern fusion analysis by adaptive alignment of multiple heterogeneous omics data
2019-TSUNAMI - Translational Bioinformatics Tool Suite For Network Analysis And Mining_Huang_bioRxiv,,bioRxiv,http://jinlong.local:8668/zotero_papers/2019-TSUNAMI%20-%20Translational%20Bioinformatics%20Tool%20Suite%20For%20Network%20Analysis%20And%20Mining_Huang_bioRxiv.pdf,https://www.biorxiv.org/content/10.1101/787507v1,2019-09-30,2020-06-28,TSUNAMI: Translational Bioinformatics Tool Suite For Network Analysis And Mining
2017-Network propagation - a universal amplifier of genetic associations_Cowen_Nature Reviews Genetics,33.1,Nature Reviews Genetics,http://jinlong.local:8668/zotero_papers/2017-Network%20propagation%20-%20a%20universal%20amplifier%20of%20genetic%20associations_Cowen_Nature%20Reviews%20Genetics.pdf,https://www.nature.com/articles/nrg.2017.38,2017-09-01,2020-06-28,Network propagation: a universal amplifier of genetic associations
2020-Computational medicine - quantitative modeling of complex diseases_Tiwary_Briefings in Bioinformatics,9.0,Briefings in Bioinformatics,http://jinlong.local:8668/zotero_papers/2020-Computational%20medicine%20-%20quantitative%20modeling%20of%20complex%20diseases_Tiwary_Briefings%20in%20Bioinformatics.pdf,https://academic.oup.com/bib/article/21/2/429/5303515,2020-03-23,2020-06-28,Computational medicine: quantitative modeling of complex diseases
"2020-Software tools, databases and resources in metabolomics - updates from 2018 to 2019_O’Shea_Metabolomics",2.9,Metabolomics,http://jinlong.local:8668/zotero_papers/2020-Software%20tools%2C%20databases%20and%20resources%20in%20metabolomics%20-%20updates%20from%202018%20to%202019_O%E2%80%99Shea_Metabolomics.pdf,http://link.springer.com/10.1007/s11306-020-01657-3,2020-03-01,2020-06-29,"Software tools, databases and resources in metabolomics: updates from 2018 to 2019"
"2009-Rank-Based Inverse Normal Transformations are Increasingly Used, But are They Merited_Beasley_Behavior Genetics",2.2,Behavior Genetics,http://jinlong.local:8668/zotero_papers/2009-Rank-Based%20Inverse%20Normal%20Transformations%20are%20Increasingly%20Used%2C%20But%20are%20They%20Merited_Beasley_Behavior%20Genetics.pdf,http://link.springer.com/10.1007/s10519-009-9281-0,2009-09-01,2020-06-29,"Rank-Based Inverse Normal Transformations are Increasingly Used, But are They Merited?"
"2009-Rank-Based Inverse Normal Transformations are Increasingly Used, But are They Merited_Beasley_Behavior Genetics",2.2,Behavior Genetics,http://jinlong.local:8668/zotero_papers/2009-Rank-Based%20Inverse%20Normal%20Transformations%20are%20Increasingly%20Used%2C%20But%20are%20They%20Merited_Beasley_Behavior%20Genetics.pdf,http://link.springer.com/10.1007/s10519-009-9281-0,2009-09-01,2020-06-29,"Rank-Based Inverse Normal Transformations are Increasingly Used, But are They Merited?"
2020-Metabolomics and Multi-Omics Integration - A Survey of Computational Methods and Resources_Eicher_Metabolites,4.1,Metabolites,http://jinlong.local:8668/zotero_papers/2020-Metabolomics%20and%20Multi-Omics%20Integration%20-%20A%20Survey%20of%20Computational%20Methods%20and%20Resources_Eicher_Metabolites.pdf,https://www.mdpi.com/2218-1989/10/5/202,2020-05-15,2020-06-29,Metabolomics and Multi-Omics Integration: A Survey of Computational Methods and Resources
2019-A novel graph theoretical approach for modeling microbiomes and inferring microbial ecological relationships_Kim_BMC Genomics,3.6,BMC Genomics,http://jinlong.local:8668/zotero_papers/2019-A%20novel%20graph%20theoretical%20approach%20for%20modeling%20microbiomes%20and%20inferring%20microbial%20ecological%20relationships_Kim_BMC%20Genomics.pdf,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-6288-7,2019-12-01,2020-06-29,A novel graph theoretical approach for modeling microbiomes and inferring microbial ecological relationships
2020-Predicting microbiomes through a deep latent space_Garcia-Jimenez_bioRxiv,,bioRxiv,http://jinlong.local:8668/zotero_papers/2020-Predicting%20microbiomes%20through%20a%20deep%20latent%20space_Garcia-Jimenez_bioRxiv.pdf,https://www.biorxiv.org/content/10.1101/2020.04.27.063974v1,2020-04-28,2020-06-29,Predicting microbiomes through a deep latent space
2020-DeepMicro - deep representation learning for disease prediction based on microbiome data_Oh_Scientific Reports,4.0,Scientific Reports,http://jinlong.local:8668/zotero_papers/2020-DeepMicro%20-%20deep%20representation%20learning%20for%20disease%20prediction%20based%20on%20microbiome%20data_Oh_Scientific%20Reports.pdf,https://www.nature.com/articles/s41598-020-63159-5,2020-04-07,2020-06-29,DeepMicro: deep representation learning for disease prediction based on microbiome data
2020-Inferring Multiple Metagenomic Association Networks based on Variation of Environmental Factors_Yang_bioRxiv,,bioRxiv,http://jinlong.local:8668/zotero_papers/2020-Inferring%20Multiple%20Metagenomic%20Association%20Networks%20based%20on%20Variation%20of%20Environmental%20Factors_Yang_bioRxiv.pdf,https://www.biorxiv.org/content/10.1101/2020.03.04.976423v1,2020-03-05,2020-06-29,Inferring Multiple Metagenomic Association Networks based on Variation of Environmental Factors
2017-MPLasso - Inferring microbial association networks using prior microbial knowledge_Lo_PLOS Computational Biology,4.7,PLOS Computational Biology,http://jinlong.local:8668/zotero_papers/2017-MPLasso%20-%20Inferring%20microbial%20association%20networks%20using%20prior%20microbial%20knowledge_Lo_PLOS%20Computational%20Biology.pdf,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1005915,2017-12-27,2020-06-29,MPLasso: Inferring microbial association networks using prior microbial knowledge
"2018-Phylogenomics, Diversification Dynamics, and Comparative Transcriptomics across the Spider Tree of Life_Fernandez_Current Biology",9.6,Current Biology,http://jinlong.local:8668/zotero_papers/2018-Phylogenomics%2C%20Diversification%20Dynamics%2C%20and%20Comparative%20Transcriptomics%20across%20the%20Spider%20Tree%20of%20Life_Fernandez_Current%20Biology.pdf,http://www.sciencedirect.com/science/article/pii/S0960982218304226,2018-05-07,2020-06-29,"Phylogenomics, Diversification Dynamics, and Comparative Transcriptomics across the Spider Tree of Life"
"2017-Large-scale comparative metagenomics of Blastocystis , a common member of the human gut microbiome_Beghini_The ISME Journal",,The ISME Journal,http://jinlong.local:8668/zotero_papers/2017-Large-scale%20comparative%20metagenomics%20of%20Blastocystis%20%2C%20a%20common%20member%20of%20the%20human%20gut%20microbiome_Beghini_The%20ISME%20Journal.pdf,https://www.nature.com/articles/ismej2017139,2017-12-01,2020-06-29,"Large-scale comparative metagenomics of Blastocystis , a common member of the human gut microbiome"
2018-Fantastic Beasts and How To Sequence Them - Ecological Genomics for Obscure Model Organisms_Matz_Trends in Genetics,11.3,Trends in Genetics,http://jinlong.local:8668/zotero_papers/2018-Fantastic%20Beasts%20and%20How%20To%20Sequence%20Them%20-%20Ecological%20Genomics%20for%20Obscure%20Model%20Organisms_Matz_Trends%20in%20Genetics.pdf,https://www.cell.com/trends/genetics/abstract/S0168-9525(17)30202-0,2018-02-01,2020-06-29,Fantastic Beasts and How To Sequence Them: Ecological Genomics for Obscure Model Organisms
2018-A major lineage of non-tailed dsDNA viruses as unrecognized killers of marine bacteria_Kauffman_Nature,42.8,Nature,http://jinlong.local:8668/zotero_papers/2018-A%20major%20lineage%20of%20non-tailed%20dsDNA%20viruses%20as%20unrecognized%20killers%20of%20marine%20bacteria_Kauffman_Nature.pdf,https://www.nature.com/articles/nature25474,2018-02-01,2020-06-29,A major lineage of non-tailed dsDNA viruses as unrecognized killers of marine bacteria
2018-Comparative genomic inference suggests mixotrophic lifestyle for Thorarchaeota_Liu_The ISME Journal,,The ISME Journal,http://jinlong.local:8668/zotero_papers/2018-Comparative%20genomic%20inference%20suggests%20mixotrophic%20lifestyle%20for%20Thorarchaeota_Liu_The%20ISME%20Journal.pdf,https://www.nature.com/articles/s41396-018-0060-x,2018-04-01,2020-06-29,Comparative genomic inference suggests mixotrophic lifestyle for Thorarchaeota
2018-PANNZER2 - a rapid functional annotation web server_Toronen_Nucleic Acids Research,11.5,Nucleic Acids Research,http://jinlong.local:8668/zotero_papers/2018-PANNZER2%20-%20a%20rapid%20functional%20annotation%20web%20server_Toronen_Nucleic%20Acids%20Research.pdf,https://academic.oup.com/nar/article/46/W1/W84/4993786,2018-07-02,2020-06-29,PANNZER2: a rapid functional annotation web server
2018-MetaGOmics - A Web-Based Tool for Peptide-Centric Functional and Taxonomic Analysis of Metaproteomics Data_Riffle_Proteomes,,Proteomes,http://jinlong.local:8668/zotero_papers/2018-MetaGOmics%20-%20A%20Web-Based%20Tool%20for%20Peptide-Centric%20Functional%20and%20Taxonomic%20Analysis%20of%20Metaproteomics%20Data_Riffle_Proteomes.pdf,https://www.mdpi.com/2227-7382/6/1/2,2018-03-01,2020-06-29,MetaGOmics: A Web-Based Tool for Peptide-Centric Functional and Taxonomic Analysis of Metaproteomics Data
2017-Genomic characterisation of environmental Pseudomonas aeruginosa isolated from dental unit waterlines revealed the insertion sequence ISPa11 as a chaotropic_Vincent_FEMS Microbiology Ecology,3.7,FEMS Microbiology Ecology,http://jinlong.local:8668/zotero_papers/2017-Genomic%20characterisation%20of%20environmental%20Pseudomonas%20aeruginosa%20isolated%20from%20dental%20unit%20waterlines%20revealed%20the%20insertion%20sequence%20ISPa11%20as%20a%20chaotropic_Vincent_FEMS%20Microbiology%20Ecology.pdf,https://academic.oup.com/femsec/article/93/9/fix106/4094916,2017-09-01,2020-06-29,Genomic characterisation of environmental Pseudomonas aeruginosa isolated from dental unit waterlines revealed the insertion sequence ISPa11 as a chaotropic element
2018-Fast automated reconstruction of genome-scale metabolic models for microbial species and communities_Machado_Nucleic Acids Research,11.5,Nucleic Acids Research,http://jinlong.local:8668/zotero_papers/2018-Fast%20automated%20reconstruction%20of%20genome-scale%20metabolic%20models%20for%20microbial%20species%20and%20communities_Machado_Nucleic%20Acids%20Research.pdf,https://academic.oup.com/nar/article/46/15/7542/5042022,2018-09-06,2020-06-29,Fast automated reconstruction of genome-scale metabolic models for microbial species and communities
2017-Environmental drivers of a microbial genomic transition zone in the ocean’s interior_Mende_Nature Microbiology,15.5,Nature Microbiology,http://jinlong.local:8668/zotero_papers/2017-Environmental%20drivers%20of%20a%20microbial%20genomic%20transition%20zone%20in%20the%20ocean%E2%80%99s%20interior_Mende_Nature%20Microbiology.pdf,https://www.nature.com/articles/s41564-017-0008-3,2017-10-01,2020-06-29,Environmental drivers of a microbial genomic transition zone in the ocean’s interior
"2017-Probing Genomic Aspects of the Multi-Host Pathogen Clostridium perfringens Reveals Significant Pangenome Diversity, and a Diverse Array of Virulence Factors_Kiu_Frontiers in Microbiology",4.2,Frontiers in Microbiology,http://jinlong.local:8668/zotero_papers/2017-Probing%20Genomic%20Aspects%20of%20the%20Multi-Host%20Pathogen%20Clostridium%20perfringens%20Reveals%20Significant%20Pangenome%20Diversity%2C%20and%20a%20Diverse%20Array%20of%20Virulence%20Factors_Kiu_Frontiers%20in%20Microbiology.pdf,https://www.frontiersin.org/articles/10.3389/fmicb.2017.02485/full,2017-01-01,2020-06-29,"Probing Genomic Aspects of the Multi-Host Pathogen Clostridium perfringens Reveals Significant Pangenome Diversity, and a Diverse Array of Virulence Factors"
2019-Stout camphor tree genome fills gaps in understanding of flowering plant genome evolution_Chaw_Nature Plants,13.3,Nature Plants,http://jinlong.local:8668/zotero_papers/2019-Stout%20camphor%20tree%20genome%20fills%20gaps%20in%20understanding%20of%20flowering%20plant%20genome%20evolution_Chaw_Nature%20Plants.pdf,https://www.nature.com/articles/s41477-018-0337-0,2019-01-01,2020-06-29,Stout camphor tree genome fills gaps in understanding of flowering plant genome evolution
2019-Genomic analysis of Leptospira interrogans serovar Paidjan and Dadas isolates from carrier dogs and comparative genomic analysis to detect genes under positive_Kurilung_BMC Genomics,3.6,BMC Genomics,http://jinlong.local:8668/zotero_papers/2019-Genomic%20analysis%20of%20Leptospira%20interrogans%20serovar%20Paidjan%20and%20Dadas%20isolates%20from%20carrier%20dogs%20and%20comparative%20genomic%20analysis%20to%20detect%20genes%20under%20positive_Kurilung_BMC%20Genomics.pdf,https://doi.org/10.1186/s12864-019-5562-z,2019-03-04,2020-06-29,Genomic analysis of Leptospira interrogans serovar Paidjan and Dadas isolates from carrier dogs and comparative genomic analysis to detect genes under positive selection
"2018-Draft Genome Sequence and Annotation of the Obligate Bacterial Endosymbiont Caedibacter taeniospiralis, Causative Agent of the Killer Phenotype in Paramecium_Zaburannyi_Genome Announcements",,Genome Announcements,http://jinlong.local:8668/zotero_papers/2018-Draft%20Genome%20Sequence%20and%20Annotation%20of%20the%20Obligate%20Bacterial%20Endosymbiont%20Caedibacter%20taeniospiralis%2C%20Causative%20Agent%20of%20the%20Killer%20Phenotype%20in%20Paramecium_Zaburannyi_Genome%20Announcements.pdf,https://mra.asm.org/content/6/3/e01418-17,2018-01-18,2020-06-29,"Draft Genome Sequence and Annotation of the Obligate Bacterial Endosymbiont Caedibacter taeniospiralis, Causative Agent of the Killer Phenotype in Paramecium tetraurelia"
2018-Carbapenemases on the move - it’s good to be on ICEs_Botelho_Mobile DNA,3.2,Mobile DNA,http://jinlong.local:8668/zotero_papers/2018-Carbapenemases%20on%20the%20move%20-%20it%E2%80%99s%20good%20to%20be%20on%20ICEs_Botelho_Mobile%20DNA.pdf,https://doi.org/10.1186/s13100-018-0141-4,2018-12-19,2020-06-29,Carbapenemases on the move: it’s good to be on ICEs
2018-RNA Sequencing of Stentor Cell Fragments Reveals Transcriptional Changes during Cellular Regeneration_Onsbring_Current Biology,9.6,Current Biology,http://jinlong.local:8668/zotero_papers/2018-RNA%20Sequencing%20of%20Stentor%20Cell%20Fragments%20Reveals%20Transcriptional%20Changes%20during%20Cellular%20Regeneration_Onsbring_Current%20Biology.pdf,https://www.cell.com/current-biology/abstract/S0960-9822(18)30240-9,2018-04-23,2020-06-29,RNA Sequencing of Stentor Cell Fragments Reveals Transcriptional Changes during Cellular Regeneration
"2018-Genome Sequencing and Pan-Genome Analysis of 23 Corallococcus spp. Strains Reveal Unexpected Diversity, With Particular Plasticity of Predatory Gene Sets_Livingstone_Frontiers in Microbiology",4.2,Frontiers in Microbiology,http://jinlong.local:8668/zotero_papers/2018-Genome%20Sequencing%20and%20Pan-Genome%20Analysis%20of%2023%20Corallococcus%20spp.%20Strains%20Reveal%20Unexpected%20Diversity%2C%20With%20Particular%20Plasticity%20of%20Predatory%20Gene%20Sets_Livingstone_Frontiers%20in%20Microbiology.pdf,https://www.frontiersin.org/articles/10.3389/fmicb.2018.03187/full,2018-01-01,2020-06-29,"Genome Sequencing and Pan-Genome Analysis of 23 Corallococcus spp. Strains Reveal Unexpected Diversity, With Particular Plasticity of Predatory Gene Sets"
2018-Assembling the genome of the African wild rice Oryza longistaminata by exploiting synteny in closely related Oryza species_Reuscher_Communications Biology,4.2,Communications Biology,http://jinlong.local:8668/zotero_papers/2018-Assembling%20the%20genome%20of%20the%20African%20wild%20rice%20Oryza%20longistaminata%20by%20exploiting%20synteny%20in%20closely%20related%20Oryza%20species_Reuscher_Communications%20Biology.pdf,https://www.nature.com/articles/s42003-018-0171-y,2018-10-05,2020-06-29,Assembling the genome of the African wild rice Oryza longistaminata by exploiting synteny in closely related Oryza species
2019-Ectosymbiotic bacteria at the origin of magnetoreception in a marine protist_Monteil_Nature Microbiology,15.5,Nature Microbiology,http://jinlong.local:8668/zotero_papers/2019-Ectosymbiotic%20bacteria%20at%20the%20origin%20of%20magnetoreception%20in%20a%20marine%20protist_Monteil_Nature%20Microbiology.pdf,https://www.nature.com/articles/s41564-019-0432-7,2019-07-01,2020-06-29,Ectosymbiotic bacteria at the origin of magnetoreception in a marine protist
2019-Revisiting the taxonomy and evolution of pathogenicity of the genus Leptospira through the prism of genomics_Vincent_PLOS Neglected Tropical Diseases,3.9,PLOS Neglected Tropical Diseases,http://jinlong.local:8668/zotero_papers/2019-Revisiting%20the%20taxonomy%20and%20evolution%20of%20pathogenicity%20of%20the%20genus%20Leptospira%20through%20the%20prism%20of%20genomics_Vincent_PLOS%20Neglected%20Tropical%20Diseases.pdf,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0007270,2019-05-23,2020-06-29,Revisiting the taxonomy and evolution of pathogenicity of the genus Leptospira through the prism of genomics
2018-De novo assembly and analysis of midgut transcriptome of the argasid tick Ornithodoros erraticus and identification of genes differentially expressed after_Oleaga_Ticks and Tick-borne Diseases,2.7,Ticks and Tick-borne Diseases,http://jinlong.local:8668/zotero_papers/2018-De%20novo%20assembly%20and%20analysis%20of%20midgut%20transcriptome%20of%20the%20argasid%20tick%20Ornithodoros%20erraticus%20and%20identification%20of%20genes%20differentially%20expressed%20after_Oleaga_Ticks%20and%20Tick-borne%20Diseases.pdf,http://www.sciencedirect.com/science/article/pii/S1877959X18300864,2018-09-01,2020-06-29,De novo assembly and analysis of midgut transcriptome of the argasid tick Ornithodoros erraticus and identification of genes differentially expressed after blood feeding
"2018-The genome and microbiome of a dikaryotic fungus (Inocybe terrigena, Inocybaceae) revealed by metagenomics_Bahram_Environmental Microbiology Reports",3.0,Environmental Microbiology Reports,http://jinlong.local:8668/zotero_papers/2018-The%20genome%20and%20microbiome%20of%20a%20dikaryotic%20fungus%20%28Inocybe%20terrigena%2C%20Inocybaceae%29%20revealed%20by%20metagenomics_Bahram_Environmental%20Microbiology%20Reports.pdf,https://sfamjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1758-2229.12612,2018-01-01,2020-06-29,"The genome and microbiome of a dikaryotic fungus (Inocybe terrigena, Inocybaceae) revealed by metagenomics"
"2018-Genotypic differences between strains of the opportunistic pathogen Corynebacterium bovis isolated from humans, cows, and rodents_Cheleuitte-Nieves_PLOS ONE",2.7,PLOS ONE,http://jinlong.local:8668/zotero_papers/2018-Genotypic%20differences%20between%20strains%20of%20the%20opportunistic%20pathogen%20Corynebacterium%20bovis%20isolated%20from%20humans%2C%20cows%2C%20and%20rodents_Cheleuitte-Nieves_PLOS%20ONE.pdf,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0209231,2018-12-26,2020-06-29,"Genotypic differences between strains of the opportunistic pathogen Corynebacterium bovis isolated from humans, cows, and rodents"
"2019-Ecogenomic characterization of widespread, closely-related SAR11 clades of the freshwater genus “Candidatus Fonsibacter” and proposal of Ca. Fonsibacter lacus_Tsementzi_Systematic and Applied Microbiology",3.2,Systematic and Applied Microbiology,http://jinlong.local:8668/zotero_papers/2019-Ecogenomic%20characterization%20of%20widespread%2C%20closely-related%20SAR11%20clades%20of%20the%20freshwater%20genus%20%E2%80%9CCandidatus%20Fonsibacter%E2%80%9D%20and%20proposal%20of%20Ca.%20Fonsibacter%20lacus_Tsementzi_Systematic%20and%20Applied%20Microbiology.pdf,http://www.sciencedirect.com/science/article/pii/S072320201930027X,2019-07-01,2020-06-29,"Ecogenomic characterization of widespread, closely-related SAR11 clades of the freshwater genus “Candidatus Fonsibacter” and proposal of Ca. Fonsibacter lacus sp. nov"
2019-Anaerobic oxidation of ethane by archaea from a marine hydrocarbon seep_Chen_Nature,42.8,Nature,http://jinlong.local:8668/zotero_papers/2019-Anaerobic%20oxidation%20of%20ethane%20by%20archaea%20from%20a%20marine%20hydrocarbon%20seep_Chen_Nature.pdf,https://www.nature.com/articles/s41586-019-1063-0,2019-04-01,2020-06-29,Anaerobic oxidation of ethane by archaea from a marine hydrocarbon seep
2019-Strain-level metagenomic assignment and compositional estimation for long reads with MetaMaps_Dilthey_Nature Communications,12.1,Nature Communications,http://jinlong.local:8668/zotero_papers/2019-Strain-level%20metagenomic%20assignment%20and%20compositional%20estimation%20for%20long%20reads%20with%20MetaMaps_Dilthey_Nature%20Communications.pdf,https://www.nature.com/articles/s41467-019-10934-2,2019-07-11,2020-06-29,Strain-level metagenomic assignment and compositional estimation for long reads with MetaMaps
2019-Comparative and Functional Algal Genomics_Blaby-Haas_Annual Review of Plant Biology,19.5,Annual Review of Plant Biology,http://jinlong.local:8668/zotero_papers/2019-Comparative%20and%20Functional%20Algal%20Genomics_Blaby-Haas_Annual%20Review%20of%20Plant%20Biology.pdf,https://doi.org/10.1146/annurev-arplant-050718-095841,2019-01-01,2020-06-29,Comparative and Functional Algal Genomics
2019-Hypervirulent Listeria monocytogenes clones’ adaption to mammalian gut accounts for their association with dairy products_Maury_Nature Communications,12.1,Nature Communications,http://jinlong.local:8668/zotero_papers/2019-Hypervirulent%20Listeria%20monocytogenes%20clones%E2%80%99%20adaption%20to%20mammalian%20gut%20accounts%20for%20their%20association%20with%20dairy%20products_Maury_Nature%20Communications.pdf,https://www.nature.com/articles/s41467-019-10380-0,2019-06-06,2020-06-29,Hypervirulent Listeria monocytogenes clones’ adaption to mammalian gut accounts for their association with dairy products
2019-Assignment of virus and antimicrobial resistance genes to microbial hosts in a complex microbial community by combined long-read assembly and proximity ligation_Bickhart_Genome Biology,10.8,Genome Biology,http://jinlong.local:8668/zotero_papers/2019-Assignment%20of%20virus%20and%20antimicrobial%20resistance%20genes%20to%20microbial%20hosts%20in%20a%20complex%20microbial%20community%20by%20combined%20long-read%20assembly%20and%20proximity%20ligation_Bickhart_Genome%20Biology.pdf,https://doi.org/10.1186/s13059-019-1760-x,2019-08-02,2020-06-29,Assignment of virus and antimicrobial resistance genes to microbial hosts in a complex microbial community by combined long-read assembly and proximity ligation
2019-Associated Bacteria Affect Sexual Reproduction by Altering Gene Expression and Metabolic Processes in a Biofilm Inhabiting Diatom_Cirri_Frontiers in Microbiology,4.2,Frontiers in Microbiology,http://jinlong.local:8668/zotero_papers/2019-Associated%20Bacteria%20Affect%20Sexual%20Reproduction%20by%20Altering%20Gene%20Expression%20and%20Metabolic%20Processes%20in%20a%20Biofilm%20Inhabiting%20Diatom_Cirri_Frontiers%20in%20Microbiology.pdf,https://www.frontiersin.org/articles/10.3389/fmicb.2019.01790/full,2019-01-01,2020-06-29,Associated Bacteria Affect Sexual Reproduction by Altering Gene Expression and Metabolic Processes in a Biofilm Inhabiting Diatom
2019-Microbial metal-sulfide oxidation in inactive hydrothermal vent chimneys suggested by metagenomic and metaproteomic analyses_Meier_Environmental Microbiology,4.9,Environmental Microbiology,http://jinlong.local:8668/zotero_papers/2019-Microbial%20metal-sulfide%20oxidation%20in%20inactive%20hydrothermal%20vent%20chimneys%20suggested%20by%20metagenomic%20and%20metaproteomic%20analyses_Meier_Environmental%20Microbiology.pdf,https://sfamjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1462-2920.14514,2019-01-01,2020-06-29,Microbial metal-sulfide oxidation in inactive hydrothermal vent chimneys suggested by metagenomic and metaproteomic analyses
"2019-NG-meta-profiler - fast processing of metagenomes using NGLess, a domain-specific language_Coelho_Microbiome",11.6,Microbiome,http://jinlong.local:8668/zotero_papers/2019-NG-meta-profiler%20-%20fast%20processing%20of%20metagenomes%20using%20NGLess%2C%20a%20domain-specific%20language_Coelho_Microbiome.pdf,https://doi.org/10.1186/s40168-019-0684-8,2019-06-03,2020-06-29,"NG-meta-profiler: fast processing of metagenomes using NGLess, a domain-specific language"
"2019-A Novel Two-Component System, Encoded by the sco5282-sco5283 Genes, Affects Streptomyces coelicolor Morphology in Liquid Culture_Arroyo-Perez_Frontiers in Microbiology",4.2,Frontiers in Microbiology,http://jinlong.local:8668/zotero_papers/2019-A%20Novel%20Two-Component%20System%2C%20Encoded%20by%20the%20sco5282-sco5283%20Genes%2C%20Affects%20Streptomyces%20coelicolor%20Morphology%20in%20Liquid%20Culture_Arroyo-Perez_Frontiers%20in%20Microbiology.pdf,https://www.frontiersin.org/articles/10.3389/fmicb.2019.01568/full,2019-01-01,2020-06-29,"A Novel Two-Component System, Encoded by the sco5282/sco5283 Genes, Affects Streptomyces coelicolor Morphology in Liquid Culture"
2019-Mycorrhizal types differ in ecophysiology and alter plant nutrition and soil processes_Tedersoo_Biological Reviews,10.7,Biological Reviews,http://jinlong.local:8668/zotero_papers/2019-Mycorrhizal%20types%20differ%20in%20ecophysiology%20and%20alter%20plant%20nutrition%20and%20soil%20processes_Tedersoo_Biological%20Reviews.pdf,https://onlinelibrary.wiley.com/doi/abs/10.1111/brv.12538,2019-01-01,2020-06-29,Mycorrhizal types differ in ecophysiology and alter plant nutrition and soil processes
2019-Genome analysis of Salmonella enterica subsp. diarizonae isolates from invasive human infections reveals enrichment of virulence-related functions in lineage_Giner-Lamia_BMC Genomics,3.6,BMC Genomics,http://jinlong.local:8668/zotero_papers/2019-Genome%20analysis%20of%20Salmonella%20enterica%20subsp.%20diarizonae%20isolates%20from%20invasive%20human%20infections%20reveals%20enrichment%20of%20virulence-related%20functions%20in%20lineage_Giner-Lamia_BMC%20Genomics.pdf,https://doi.org/10.1186/s12864-018-5352-z,2019-01-31,2020-06-29,Genome analysis of Salmonella enterica subsp. diarizonae isolates from invasive human infections reveals enrichment of virulence-related functions in lineage ST1256
2020-Dynamics of the Stool Virome in Very Early-Onset Inflammatory Bowel Disease_Liang_Journal of Crohn's and Colitis,,Journal of Crohn's and Colitis,http://jinlong.local:8668/zotero_papers/2020-Dynamics%20of%20the%20Stool%20Virome%20in%20Very%20Early-Onset%20Inflammatory%20Bowel%20Disease_Liang_Journal%20of%20Crohn%27s%20and%20Colitis.pdf,https://academic.oup.com/ecco-jcc/advance-article/doi/10.1093/ecco-jcc/jjaa094/5837025,2020-01-01,2020-06-29,Dynamics of the Stool Virome in Very Early-Onset Inflammatory Bowel Disease
2020-grabseqs - simple downloading of reads and metadata from multiple next-generation sequencing data repositories_Taylor_Bioinformatics,5.6,Bioinformatics,http://jinlong.local:8668/zotero_papers/2020-grabseqs%20-%20simple%20downloading%20of%20reads%20and%20metadata%20from%20multiple%20next-generation%20sequencing%20data%20repositories_Taylor_Bioinformatics.pdf,https://academic.oup.com/bioinformatics/article/36/11/3607/5802460,2020-06-01,2020-06-29,grabseqs: simple downloading of reads and metadata from multiple next-generation sequencing data repositories
2018-Virus classification – where do you draw the line_Simmonds_Archives of Virology,2.2,Archives of Virology,http://jinlong.local:8668/zotero_papers/2018-Virus%20classification%20%E2%80%93%20where%20do%20you%20draw%20the%20line_Simmonds_Archives%20of%20Virology.pdf,https://doi.org/10.1007/s00705-018-3938-z,2018-08-01,2020-06-29,Virus classification – where do you draw the line?
